LEVEL,u,v,ser,datetime
34,0.18702413804637466,0.4365249823140102,A5030086B$0014728,20211220105003
45,0.18698354277470994,0.43680364557679774,A5030086B$0014728,20211220105003
12,0.18712868803689808,0.43632641802500727,A5030086B$0014729,20211220105114
23,0.1876667343745157,0.43663724598195947,A5030086B$0014729,20211220105114
34,0.18723601317033037,0.43653595968839914,A5030086B$0014729,20211220105114
45,0.1870598297632497,0.4367907882722337,A5030086B$0014729,20211220105114
12,0.18701663123539067,0.4364008106204623,A5030086B$0014730,20211220105258
23,0.1875984622662219,0.4365493556371501,A5030086B$0014730,20211220105258
34,0.18725449122047533,0.4365950575029127,A5030086B$0014730,20211220105258
45,0.18708555704028024,0.4368008486995635,A5030086B$0014730,20211220105258
12,0.18684386216789114,0.43639112966559046,A5030086B$0014731,20211220105410
23,0.18763085554681613,0.4365657935727583,A5030086B$0014731,20211220105410
34,0.1871091058969886,0.4365197352962996,A5030086B$0014731,20211220105410
45,0.18712528138913725,0.4367498840034851,A5030086B$0014731,20211220105410
12,0.18709627555051309,0.4364817336200801,A5030086B$0014732,20211220105535
23,0.1875285488948979,0.43669427000972844,A5030086B$0014732,20211220105535
34,0.1872151476651615,0.43654217100112785,A5030086B$0014732,20211220105535
45,0.18707847509582398,0.43678822490342584,A5030086B$0014732,20211220105535
12,0.18742971474599313,0.43622969177498566,A5030086B$0014733,20211220105704
23,0.18761729810682412,0.4365995224101248,A5030086B$0014733,20211220105704
34,0.18723290645745233,0.43652728215266196,A5030086B$0014733,20211220105704
45,0.1871052349885971,0.43679016697988166,A5030086B$0014733,20211220105704
12,0.18735417656227474,0.4363299434099463,A5030086B$0014734,20211220105847
23,0.18773276513546444,0.43639245624113304,A5030086B$0014734,20211220105847
34,0.1871700148502513,0.4366082861249877,A5030086B$0014734,20211220105847
45,0.18706768518812053,0.43677662801261385,A5030086B$0014734,20211220105847
